,name,twitter handle,id,followers,bio,influence score,bio_clean,instagram
2054,♡ Fran Lisboa ♡,FranLisboaa_,964678693,453,IG http://instagram.com/franlisboap/?h…,19,IG     instagram.com franlisboap  h…,@franlisboap
2055,b r x k e n,ahueonacnace,593024841,1419,"21 años.🐇 chilena.🇨🇱 leo♌. lectora.📚 amante de la fotografía.📷 | ❄ instagram: @ahueona.se.nace ❄ 
 
🌺desastre de persona🌺",19,"21 años.  chilena.  leo . lectora.  amante de la fotografía.      instagram  @ahueona.se.nace   
 
 desastre de persona ",@ahueona.se.nace
2056,Cony_CL,THUKONNY_SG,3053562923,402,"❤5 Second of Summer❤
        Instagram: @cony.c.l
                                  By fucking life it is always better than death",19," 5 Second of Summer 
        Instagram  @cony.c.l
                                  By fucking life it is always better than death",@cony.c.l
2057,Darknight Films,darknight_films,2667624716,632,Hacemos difusión de material audiovisual con esencia valdiviana. #Valdiviacl es un pozo de cultura.                 Instagram: darknight_films,19,Hacemos difusión de material audiovisual con esencia valdiviana.  Valdiviacl es un pozo de cultura.                 Instagram  darknight_films,@darknight_films
2058,Javiera ñe,Javierx_culia,2927996789,578,Youtubers//Goth:D//Instagram:'v//wattpad,19,Youtubers  Goth D  Instagram  v  wattpad,NaN
2059,not your bae✨,aleValdepenas,494553189,364,"La vida es una comedia para quienes piensan y una tragedia para quienes sienten
Ig: alevaldepenas",19,"La vida es una comedia para quienes piensan y una tragedia para quienes sienten
Ig  alevaldepenas",@alevaldepenas
2060,Λltaboss.com™📣🇨🇱,altabosscom,724827734673858560,134,"🔝Estrategias en Marketing Digital🔝
- SEO • Posicionamiento Web
- Email Marketing
- Ads Instagram y Facebook
- Inbound Marketing 
- Google Adwords",19," Estrategias en Marketing Digital 
  SEO   Posicionamiento Web
  Email Marketing
  Ads Instagram y Facebook
  Inbound Marketing 
  Google Adwords",NaN
2061,Maria Jose Perez Ara,Kotee_MJ,2761651348,305,Chilena / Escorpión ▶Instagram: kotee_07 ♣Una Sonrisa es el mejor maquillaje que puedes usar,19,Chilena   Escorpión  Instagram  kotee_07  Una Sonrisa es el mejor maquillaje que puedes usar,@kotee_07
2062,Nacho Godoy,NachoGodoyA,753385405995679744,100,"Facebook: Nacho Godoy
Instagram:  Nachoobkn:)",19,"Facebook  Nacho Godoy
Instagram   Nachoobkn  ",@nachoobkn
2063,Detalles Lunáticos,detalleslunatic,3029270427,163,"Estamos en Santiago de Chile. Realizamos tortas,piñatas,decoraciones para tus fiestas,scrapbooks, dulces y mas. Visitanos en Instagram y Facebook :) ♡★",19,Estamos en Santiago de Chile. Realizamos tortas piñatas decoraciones para tus fiestas scrapbooks  dulces y mas. Visitanos en Instagram y Facebook     ,NaN
2064,Isabel Satizabal :),Godsgirl0102,256667529,773,Modelo. Instagram: Hellodollface02,19,Modelo. Instagram  Hellodoll 02,@hellodoll
2065,NOTCAMP,notcamp,68179332,360,"Rock desde Chile. 
Spotify / Apple Music / YouTube / Instagram en nuestro sitio web.",19,"Rock desde Chile. 
Spotify   Apple Music   YouTube   Instagram en nuestro sitio web.",@nuestro
2066,Alejandra ~,willneveregret,48569357,643,"Psicología UAH🔱
@willneveregret - Instagram",19,"Psicología UAH 
@willneveregret   Instagram",@willneveregret
2067,Priscila 5SOS,xipi_Belieber,450097269,941,"IG: priscilaalbornoz  Soy una chica, mi habitación es un desastre,la musica es mi unico amigo, nunca sere perfecta, pero soy yo",19,IG  priscilaalbornoz  Soy una chica  mi habitación es un desastre la musica es mi unico amigo  nunca sere perfecta  pero soy yo,@priscilaalbornoz
2068,Siyovle Detektif La,Siyovledetektif,1648793606,266,"Directeur: ATUBE Productions
Rappeur At Solo / Hip Hop Kreyol
FALLOW ME
Facebook
Instagram
Youtube",19,"Directeur  ATUBE Productions
Rappeur At Solo   Hip Hop Kreyol
FALLOW ME
Facebook
Instagram
Youtube",@youtube
2069,Lucas Fuentes Cortés,NoSoyLuk3,179356250,434,"Vocalista y 2da guitarra en Amestra. 
Músico, compositor, rock & roll y weas.
Instagram: @amestraoficial y @nosoyluk3",19,"Vocalista y 2da guitarra en Amestra. 
Músico  compositor  rock   roll y weas.
Instagram  @amestraoficial y @nosoyluk3",@amestraoficial
2070,ExperienciaTurismoCL,Exper_turismo,2833807679,301,"Ingeniero de Ejecución en Turismo.... compartamos datos de turismo en el Mundo.

instagram: @exper_turismo

exper.turismo2016@gmail.com",19,"Ingeniero de Ejecución en Turismo.... compartamos datos de turismo en el Mundo.

instagram  @exper_turismo

exper.turismo2016@gmail.com",@exper_turismo
2071,Leonella,itsmeleonella,108073810,333,"Como seas, pero tú!❤️🎋
IG: Its_Leonella
🇻🇪🇵🇹🇨🇱",19,"Como seas  pero tú  
IG  Its_Leonella
 ",@its_leonella
2072,Claudia Rivera,Claau_Rivera,365604332,138,La mayoría de mis tweets son fotos de Ig 🙄. Adicta al chocolate. Amo mi bici verde 🚴🏻💚 y el té frío☕️,19,La mayoría de mis tweets son fotos de Ig  . Adicta al chocolate. Amo mi bici verde   y el té frío ,NaN
2073,osofelpa_,osofelpa1,1067569574470656000,121,FOLLOW IN INSTAGRAM ( @osofelpa_ ) COLOMBIAN BOY 🇨🇴,19,FOLLOW IN INSTAGRAM   @osofelpa_   COLOMBIAN BOY  ,@osofelpa_
2074,Auditorio Ciudadano,audciudadano,3130247045,490,"Formación ciudadana, participación y análisis de la actualidad política de Chile. Síguenos también en Instagram!",19,Formación ciudadana  participación y análisis de la actualidad política de Chile. Síguenos también en Instagram ,@también
2075,𝑵𝒊𝒗𝒆𝒎,NivemOne,923653020868628483,512,"Ex jugador competitivo de Fortnite 🇨🇱 -
CODE: Nivem1 #AD
IG: http://instagram.com/nicolas_nivem/ -
✦ Aguante la Tripulación ! ✦",19,"Ex jugador competitivo de Fortnite    
CODE  Nivem1  AD
IG      instagram.com nicolas_nivem   
  Aguante la Tripulación    ",@nicolas_nivem
2076,Nicolás Alejandro,DeathBlow_Lfa,3661720876,254,"Musico urbano/Amante de la fotografia/
INSTAGRAM: @negro_db",19,"Musico urbano Amante de la fotografia 
INSTAGRAM  @negro_db",@negro_db
2077,Camila † fernanda,Caamy_dl,255341923,1152,"siganme en instagram: @camialfredi_ 
doy fbackseguro",19,"siganme en instagram  @camialfredi_ 
doy fbackseguro",@camialfredi_
2078,Sofi_Parra,Antiparraa,3202982201,262,18 - Chile - ig: chispop__,19,18   Chile   ig  chispop__,@chispop__
2079,Bárbara Ortiz,barby_oa,375193730,149,"Ingeniera... hija de Dios y felizmente casada... mama primeriza... Cruzada de corazón💖⚽️... fanática de la WWE, Dueña y fundadora de SaboreaTé (Instagram)",19,Ingeniera... hija de Dios y felizmente casada... mama primeriza... Cruzada de corazón ... fanática de la WWE  Dueña y fundadora de SaboreaTé  Instagram ,@saboreaté
2080,⛧,Blumculiao,1360699663,118,Ig @blumsuit,19,Ig @blumsuit,@blumsuit
2081,Francisco Rico,NeuroFrank,132422714,247,"Venezolano, Medico Neurocirujano Instagram: NEUROFRANK",19,Venezolano  Medico Neurocirujano Instagram  NEUROFRANK,@neurofrank
2082,Wilma Gonzalez,wilmagonzalez7,163585474,635,Promoviendo el #Reciclaje #Recycle #Sustentabilidad #anillasdelatas #poptabs #crochet #sustainable Instagram @aluminioycrochet https://t.co/nz6UdStJNC,19,Promoviendo el  Reciclaje  Recycle  Sustentabilidad  anillasdelatas  poptabs  crochet  sustainable Instagram @aluminioycrochet     t.co nz6UdStJNC,@aluminioycrochet
2083,Orfebreria Mauumauu,Elinoguera,56252619,138,"orfebre, joyas hechas a mano. mis redes sociales; Instagram orfebreriamauumauu, Facebook orfebrería mauumauu 🐈🐈🐘🐘",19,orfebre  joyas hechas a mano. mis redes sociales  Instagram orfebreriamauumauu  Facebook orfebrería mauumauu  ,@orfebreriamauumauu
2084,María José Moreno,kottemoreno,95934998,523,"Enfermera. UVM  Intensa, libre y loca.
Snapchat:  kotte.moreno
Instagram: kotte.moreno",19,"Enfermera. UVM  Intensa  libre y loca.
Snapchat   kotte.moreno
Instagram  kotte.moreno",@kotte.moreno
2085,♥NANDA1R♥ (FEÑA),nandy_1111,1115871626,286,"libros, música *ONREPUBLIC *FALL OUT BOY *MARRON FIVE *THE FRAY (estudiante trabajo social) u.u wattpad: nandy1R instagram: nanda_anto1 ♡♡♡♡♡♡♡♡♡♡♡♡ ;)",19,libros  música  ONREPUBLIC  FALL OUT BOY  MARRON FIVE  THE FRAY  estudiante trabajo social  u.u wattpad  nandy1R instagram  nanda_anto1     ,@nanda_anto1
2086,VzlayChile,Vzla_Chile,1067782567724748802,223,"🏠 Tu mejor alternativa para arrendar, comprar y vender propiedades en Santiago 🌎 Chile Instagram: vzlaychile Correo: contactovzlaychile@gmail.com",19,  Tu mejor alternativa para arrendar  comprar y vender propiedades en Santiago   Chile Instagram  vzlaychile Correo  contactovzlaychile@gmail.com,@vzlaychile
2087,rocio,orgulloxsusana,4736614937,1601,"EL ANGEL QUE YO BUSCABA
instagram @susanagonzalezcl ❤",19,"EL ANGEL QUE YO BUSCABA
instagram @susanagonzalezcl  ",@susanagonzalezcl
2088,Jonhatan Valenzuela Figueroa,f_jonhatan,2875990738,112,"Prof/Lic. en Ed. Física, Diplomado y Msc.
CEO en *Home Training Go*. Facebook/Instagram *Home Training Go* y en Twitter @HomeTrainingGo siguenos y súmate.",19,"Prof Lic. en Ed. Física  Diplomado y Msc.
CEO en  Home Training Go . Facebook Instagram  Home Training Go  y en Twitter @HomeTrainingGo siguenos y súmate.",NaN
2089,Wedding Chile,chardonnayprod,3364692544,383,"Asesoría y Planificación de Bodas y Eventos Contacto Marveli Pino (+56) 9 4150 5128 chardonnayproducciones@gmail.com
instagram https://t.co/LljNweAqje",19,"Asesoría y Planificación de Bodas y Eventos Contacto Marveli Pino   56  9 4150 5128 chardonnayproducciones@gmail.com
instagram     t.co LljNweAqje",NaN
2090,Daniel Rodriguez,daniLf14F,4013950725,532,"Apoyo a 
Arcangel
Santiago,Chile
Colo Colo
Dragon Ball S 
♊16-6
Instagram: daniel_prrra
Wsp :+56959840449
15 Años",19,"Apoyo a 
Arcangel
Santiago Chile
Colo Colo
Dragon Ball S 
 16 6
Instagram  daniel_prrra
Wsp   56959840449
15 Años",@daniel_prrra
2091,fedeprusviñapetorca,fedeprusvip,1034095508573351936,176,Representamos los derechos de los profesionales de la salud y trabajadores de la red asistencial servicio de salud viña quillota. Insta: @fedeprusvip,19,Representamos los derechos de los profesionales de la salud y trabajadores de la red asistencial servicio de salud viña quillota. Insta  @fedeprusvip,@fedeprusvip
2092,Camila Reynolds,CamiiiSartorius,759793571335548930,232,"My name is Camila I am 13 Years Live In Chile And I like to speak in English and I like Old / New Magcon
Instagram: Itscamiiswag.88",19,"My name is Camila I am 13 Years Live In Chile And I like to speak in English and I like Old   New Magcon
Instagram  Itscamiiswag.88",@itscamiiswag.88
2093,Valentina Gagiorio❤,valentinacia,232293104,211,"Instagram: vale_searchingway
la vida es como un río; no siempre puedes ver lo que te aguarda después de la curva❤🍃🍃⛅",19,"Instagram  vale_searchingway
la vida es como un río  no siempre puedes ver lo que te aguarda después de la curva ",@vale_searchingway
2094,♡WintiéChile♡,WintieChile,4893384652,582,Cuenta de Fans de @_ZiporaPastora (@gitie) y @MoisesYLos10 (@guiwinter) #ZiporayMoises #Zipises #Wintie  #MoisesTVN ......Instagram : @zipises_wintiechile,19,Cuenta de Fans de @_ZiporaPastora  @gitie  y @MoisesYLos10  @guiwinter   ZiporayMoises  Zipises  Wintie   MoisesTVN ......Instagram   @zipises_wintiechile,NaN
2095,AC.Avila,ACAvilaOficial,1052153646,682,"Mentalidad Hebrea conforme a la torah escrita por ELOHIM ✡ ✡ 

sigan mi ⬇instagram⬇",19,"Mentalidad Hebrea conforme a la torah escrita por ELOHIM     

sigan mi  instagram ",NaN
2096,Vicente,_vicenteSe,1616042250,336,"21
Leo  
instagram: @vicentesepulv3da
el mundo gira tras del basquet 🏀",19,"21
Leo  
instagram  @vicentesepulv3da
el mundo gira tras del basquet  ",@vicentesepulv3da
2097,Roberth Nicolas,roberthnicolas_,1191957534,1088,"📍La Serena🇨🇱
Gerente en McDonald's 🍟
Instagram: Roberth.nicolas",19," La Serena 
Gerente en McDonald s  
Instagram  Roberth.nicolas",@roberth.nicolas
2098,Alejandro Alvarez,gloyerphoto,62143189,234,"Glöyer Fotografía. Facebook, instagram, tiktok: gloyerphoto",19,Glöyer Fotografía. Facebook  instagram  tiktok  gloyerphoto,@tiktok
2099,Mercado mayorista TV,MayoristaTv,1031007653030506502,121,"@Mercadomayoristatv De lunes a viernes desde las 22:00 hasta las 22:45 Hrs por Telecanal.










IG Mercadomayoristatv










YouTube Mercado Mayorista TV",19,"@Mercadomayoristatv De lunes a viernes desde las 22 00 hasta las 22 45 Hrs por Telecanal.










IG Mercadomayoristatv










YouTube Mercado Mayorista TV",@mercadomayoristatv
2100,StefhFao,StefhFao,32967469,941,I have loved the stars too fondly to be fearful of the night.' IG: @Stefhfao,19,I have loved the stars too fondly to be fearful of the night.  IG  @Stefhfao,@stefhfao
2101,AntoNicolado -Shalom,Nicoladoanto,2908461477,5517,"Republicana JAK2022 - Todo lo puedo en Cristo que me fortalece.
@Axion_inversionista IG",19,"Republicana JAK2022   Todo lo puedo en Cristo que me fortalece.
@Axion_inversionista IG",@axion_inversionista
2102,Raditya Dandy,radithdandy,338423989,437,MADRIDISTAS - Hala MADRID || ig: radithdandy,19,MADRIDISTAS   Hala MADRID    ig  radithdandy,@radithdandy
2103,Nicolás N. Rivas,NicolasNRivas,437463920,958,ツ  Ing. ¡Caballeroso! ...Instagram & Line: NNickRivas,19,   Ing. ¡Caballeroso  ...Instagram   Line  NNickRivas,NaN
2104,Javiera Bilbao Bravo,javibilbaobravo,522315302,349,"Hija del mejor entrenador de fútbol de Curicó. Estableciéndome como periodista en UPA. Quiero ser periodista de deportes ⚽
Instagram: @javibicho",19,"Hija del mejor entrenador de fútbol de Curicó. Estableciéndome como periodista en UPA. Quiero ser periodista de deportes  
Instagram  @javibicho",@javibicho
2105,orianista.de.vida,78ur1,600599544,188,Fan de oriana marzoli Ori me sigue en instagram: pinkipromise_4_ori Conoci a ori,18,Fan de oriana marzoli Ori me sigue en instagram  pinkipromise_4_ori Conoci a ori,@pinkipromise_4_ori
2106,#MANUEL'STEECK,MSteeck,458836873,447,"* CHILENO 🇨🇱
* ESCÚCHAME EN SPOTIFY 
* SÍGUEME EN YOUTUBE 
* VISITAME EN INSTAGRAM: http://steeck.one
* NIVEL 28",18,"  CHILENO  
  ESCÚCHAME EN SPOTIFY 
  SÍGUEME EN YOUTUBE 
  VISITAME EN INSTAGRAM      steeck.one
  NIVEL 28",@steeck.one
2107,Coni Nuñez Alviña,IfeelsoHigh,819434341,328,"Instagram📷: coninunezalvina_

Medicina Veterinaria
EMBAJADORA DE CABIFY 🚕✌
CÓDIGO: CONSTANZAN16",18,"Instagram   coninunezalvina_

Medicina Veterinaria
EMBAJADORA DE CABIFY  
CÓDIGO  CONSTANZAN16",@coninunezalvina_
2108,Mokaiccino✨☕,mokaiiccino,697440224188694528,262,"♑ / Graphic designer, illustration&animation enthusiastic.

IG: https://www.instagram.com/mokaiccino/",18,"    Graphic designer  illustration animation enthusiastic.

IG      www.instagram.com mokaiccino ",@mokaiccino
2109,Bárbara Soto🐴✨,Barbaraasgonz,167151704,966,"Lo que piensas, lo serás; Lo que sientas, lo atraerás; Si lo crees, lo crearás...        Medicina Veterinaria💉• Instagram📸 & Snapchat👻: barbaraasgonz📲",18,Lo que piensas  lo serás  Lo que sientas  lo atraerás  Si lo crees  lo crearás...        Medicina Veterinaria   Instagram    Snapchat   barbaraasgonz ,@snapchat
2110,Oswaldo Curbata,Oswaldo_Cumana,887040236,641,INSTAGRAM @oswaldocurbata,18,INSTAGRAM @oswaldocurbata,@oswaldocurbata
2111,Antonia Sáez,antoniasaez_,781929622929829888,112,"Snapchat. antoniasaezz
Instagram. antoniasaez_",18,"Snapchat. antoniasaezz
Instagram. antoniasaez_",@antoniasaez_
2112,yoseiri de bau,yoseiri_ready,2898333449,219,"Bautister ❤
zuricata ❤
scremer ❤
pdc ❤
paisana ❤
batinovia ❤
face:
yoseiri de bau
instagram:
yoseiri_ready",18,"Bautister  
zuricata  
scremer  
pdc  
paisana  
batinovia  
  
yoseiri de bau
instagram 
yoseiri_ready",@yoseiri_ready
2113,• Daniel Torres,DanielTrz,97534730,623,25. Engineer wanna be. [IG: @Daniel_Trz],18,25. Engineer wanna be.  IG  @Daniel_Trz ,@daniel_trz
2114,🔊ⒿⒽⓄⓊⓂⒾⓍⓂⓊⓈⒾⒸ🔊🎶,jhoumix_music,635603963,2698,"amante del DJ.Jokey ,fútbol,juegos gamers,música 🎶 encantado  de seguir creciendo en esta gran familia 🙌😀😀


🏁Instagram🏁 @jhon_arevalo26 ,@jhoumix_music",18,"amante del DJ.Jokey  fútbol juegos gamers música   encantado  de seguir creciendo en esta gran familia  


 Instagram  @jhon_arevalo26  @jhoumix_music",@jhon_arevalo26
2115,Eva Lazcano ✌️,evizlaz,106139002,667,Escapemonos juntos sin que nadie nos vea ❤️ Amo el futbol ⚽️❤️ Instagram/Evithaz,18,Escapemonos juntos sin que nadie nos vea   Amo el futbol   Instagram Evithaz,@evithaz
2116,José García🇻🇪,94_josegarcia,1370209716,124,Instagram: 94_josegarcia,18,Instagram  94_josegarcia,@94_josegarcia
2117,Jaime Cánovas,jaimecanovasc,170810277,194,Abogado / Instagram @jaimecanovasc,18,Abogado   Instagram @jaimecanovasc,@jaimecanovasc
2118,EmerPerry,emetigre2002,2809455370,172,"Emerson✌
Snap: emerdash
Insta: emer._.saurio
face: Emer GenciaLoca
Katycat",18,"Emerson 
Snap  emerdash
Insta  emer._.saurio
   Emer GenciaLoca
Katycat",@emer._.saurio
2119,RsChile✨,romeosantosch,2655427981,207,"Acompañando a nuestro rey por Chile. ♔THE KING,STAYS KING 👑 Instagram - @RomeoSantosCh",18,Acompañando a nuestro rey por Chile.  THE KING STAYS KING   Instagram   @RomeoSantosCh,@romeosantosch
2120,ReyMono,ReyMono_,391756902,122,"We are Designers, ReyMono is our studio. 
//Tumblr: http://fukasreymono.tumblr.com//
//Instagram: @reymono.cl//",18,"We are Designers  ReyMono is our studio. 
  Tumblr      fukasreymono.tumblr.com  
  Instagram  @reymono.cl  ",@reymono.cl
2121,Luiggi D ⚓,ferluiggi,105641075,357,Esclavo de la Musica  IG: LUIGGIDAMIANI   Snap: luiggi_d 🇻🇪🇨🇱,18,Esclavo de la Musica  IG  LUIGGIDAMIANI   Snap  luiggi_d  ,@luiggidamiani
2122,Nelson Bankz,nelsonbanquez,336015590,286,"34. Chef, cocinero venezolano de por vida, ahora en el mundo del buen café por casualidad. instagram: @nelsonchef2.0",18,34. Chef  cocinero venezolano de por vida  ahora en el mundo del buen café por casualidad. instagram  @nelsonchef2.0,@nelsonchef2.0
2123,⋆ Alejαɴdrα  ⋆,WhateverLyra,384632316,976,♡ IG fakelyraa ♡ ⋅ 21,18,  IG fakelyraa   ⋅ 21,@fakelyraa
2124,Keico,AndresAguilarC,222700419,158,Streamer and singer. Instagram: http://www.Instagram.com/Andyaguilarc,18,Streamer and singer. Instagram      www.Instagram.com Andyaguilarc,@andyaguilarc
2125,Solange(MattHunter),solange1345,271721579,197,12.05.13 conoci a Matt Hunter te amo cumpliste mi sueño3 HunterForever3  Sammi me sigue 10/6/2013 SOY DOBLE DE JASMINE VILLEGAS abrahamer Jasmine me sigue en ig,18,12.05.13 conoci a Matt Hunter te amo cumpliste mi sueño3 HunterForever3  Sammi me sigue 10 6 2013 SOY DOBLE DE JASMINE VILLEGAS abrahamer Jasmine me sigue en ig,@sigue
2126,𝗛: 𝗔𝗡 𝗔𝗠𝗔𝗭𝗜𝗡𝗚 𝗕*𝗧𝗖𝗛! (HOT ACCOUNT),hornysharboi,1094755333782814720,779,•instagram: @babysharboi / envío fotos y videos a las cuentas que me ayuden con un RT.,18, instagram  @babysharboi   envío fotos y videos a las cuentas que me ayuden con un RT.,@babysharboi
2127,Lizzy,whoislizzyg,985458013,480,insta/snap: whoislizzyg XXII,18,insta snap  whoislizzyg XXII,NaN
2128,KEVIN LOAIZA MANUTD,Kevinloaizaa,461559917,984,"Colombiano, el amor de mi vida - @ManUtd INSTAGRAM : @kevinloaizaa / Hablo Portugues . estudiante de ingenieria y proyectista AutoCad !!",18,Colombiano  el amor de mi vida   @ManUtd INSTAGRAM   @kevinloaizaa   Hablo Portugues . estudiante de ingenieria y proyectista AutoCad   ,@kevinloaizaa
2129,Sol ☀️,SolangeAlfaro22,1332650492,259,"Be proud of yourself, you are beautiful in your own way and no one can let you down....
Instagram: solange_alfaro_22",18,"Be proud of yourself  you are beautiful in your own way and no one can let you down....
Instagram  solange_alfaro_22",@solange_alfaro_22
2130,Gabriela Torres,GabrielitaT,158602513,523,Instagram: @gabrielitat.  🇻🇪🇨🇱,18,Instagram  @gabrielitat.   ,@gabrielitat.
2131,Andoni Araya,AndoniArayaBLS,732268741132619778,125,musica |baterista | snapchat: andoniaraya| facebook: Andoni Araya| instagram : andoniaraya| busca,18,musica  baterista   snapchat  andoniaraya   book  Andoni Araya  instagram   andoniaraya  busca,@andoniaraya
2132,Muammar Fauzan,muammar_fauzan,706937888,614,Hi! ig: masbroojan  path: Muammar Fauzan skype: Muammar Fauzan pin:24c193a9 and pin:75e18b7d,18,Hi  ig  masbroojan  path  Muammar Fauzan skype  Muammar Fauzan pin 24c193a9 and pin 75e18b7d,@masbroojan
2133,CÉSSAR,Cessarion_,117768436,550,Sígueme en Instagram @cessar.de.avila,18,Sígueme en Instagram @cessar.de.avila,@cessar.de.avila
2134,Francita Isabel 🌺🌿🍃,franciscaisabe8,421571751,158,"scout⚜
aventurera y viajera📍🧗‍♀️
arquitecto en formación 🏗
con un buen café se arregla el mundo☕❣
f.isabel.dp Instagram",18,"scout 
aventurera y viajera 
arquitecto en formación  
con un buen café se arregla el mundo 
f.isabel.dp Instagram",@f.isabel.dp
2135,D A P H,DaphneAbigail1,453652250,624,|DISEÑADORA DE VESTUARIO|   ig: daphabigail 🤍,18, DISEÑADORA DE VESTUARIO    ig  daphabigail  ,@daphabigail
2136,Kata Sánchez U.,kata_park,122102651,137,Nutricionista/ Music Lover/ BodyCombat/ Gym/ Family&Friends&Life lover/ Instagram: @katapark85,18,Nutricionista  Music Lover  BodyCombat  Gym  Family Friends Life lover  Instagram  @katapark85,@katapark85
2137,Joshua 7️⃣7️⃣ Reis,JoshuaRe2003,939727037178269696,164,"Gates Chili Varsity Football, Rochester, NY, 3.0 GPA, Starting LG, Class of 2022, 5’11, 240, #77 Email: joshreis82@gmail.com IG: _joshreis #MambaMentality",18,Gates Chili Varsity Football  Rochester  NY  3.0 GPA  Starting LG  Class of 2022  5’11  240   77 Email  joshreis82@gmail.com IG  _joshreis  MambaMentality,@_joshreis
2138,Dhan Casareno,18_dhan,995032368,264,IG:@adhancas,18,IG @adhancas,@adhancas
2139,Fernando Quintanilla,Fernand69678254,2890123018,102,Estudiante de Ing civil de minas viña del mar ☀️vive la vida y disfruta los momentos instagram : fernando_rios_94,18,Estudiante de Ing civil de minas viña del mar  vive la vida y disfruta los momentos instagram   fernando_rios_94,@fernando_rios_94
2140,Thyfa,ThyfaniMota,2915609981,694,"22 anos
Insta: thyfanimota",18,"22 anos
Insta  thyfanimota",@thyfanimota
2141,Carlos Vásquez,Carlos_VR,372577669,680,"Your Crazy Girl Was Here:3 #Jass3  #Sigueme en IG: carlosvr18, Kik: carlosvr18, Whatsapp: 809-783-8342;  ||@reyeshdez30 Was here :*|| ♥",18,Your Crazy Girl Was Here 3  Jass3   Sigueme en IG  carlosvr18  Kik  carlosvr18  Whatsapp  809 783 8342     @reyeshdez30 Was here       ,@carlosvr18
2142,CAROLA,carola_r_h,295873703,260,"...[ Carpe Diem ]...MusicLover...
Vivo en Gordilandia y somos gordidevenos
instagram: @caroladarky

Vamos x la EVOLUCIÓN




I WANT TO BELIEVE",18,"...  Carpe Diem  ...MusicLover...
Vivo en Gordilandia y somos gordidevenos
instagram  @caroladarky

Vamos x la EVOLUCIÓN




I WANT TO BELIEVE",@caroladarky
2143,Mane Sabando,manesabando,740605477369839616,163,Sigan mi insta @manesabandom .  Al fin en mi camino!!! 🙌Love you @jaime_EchM💗 🙌,18,Sigan mi insta @manesabandom .  Al fin en mi camino     Love you @jaime_EchM   ,@manesabandom
2144,Natalia JohnsonR,Natita_nato,2400242096,280,"Participe en el Programa El Gran Truco, Canal13, Capitulo de Fobias y Adicciones | Manicurista y Desordenada | Mi instagram: natita_nato |",18,Participe en el Programa El Gran Truco  Canal13  Capitulo de Fobias y Adicciones   Manicurista y Desordenada   Mi instagram  natita_nato  ,@natita_nato
2145,Constanza Elgueta M.,cotiyoga,26883401,110,"Profesora de Yoga. Clases de yoga a domicilio, individuales y grupales Las Condes - Vitacura - Providencia. Instagram: @cotiyoga",18,Profesora de Yoga. Clases de yoga a domicilio  individuales y grupales Las Condes   Vitacura   Providencia. Instagram  @cotiyoga,@cotiyoga
2146,Karla∆,karlaa_ssmj,961320312,185,"hay que ser original , no una imitacion ❕                                        - instagram: @kaarl4_",18,hay que ser original   no una imitacion                                            instagram  @kaarl4_,@kaarl4_
2147,Geraldine Becerra,_becerrageral,748964078526271488,124,deportista chilena🇨🇱 Facebook/ geraldine Becerra Robles email/ geraldinebecerra.robles@gmail.com. INSTAGRAM / geraldinebecerrarobles,18,deportista chilena  Facebook  geraldine Becerra Robles email  geraldinebecerra.robles@gmail.com. INSTAGRAM   geraldinebecerrarobles,@geraldinebecerrarobles
2148,Nicole de nóbrega.,nicoledenobrega,2823073323,161,BEAUTY BLOGGER🌸 Instagram: @Nicolednobrega,18,BEAUTY BLOGGER  Instagram  @Nicolednobrega,@nicolednobrega
2149,Yui-Chan,BarbiiMiau,2842776215,347,Instagram ➡ meowlover11,18,Instagram   meowlover11,@meowlover11
2150,Benjamin Rodriguez,berodriguezv7,1051949027514830850,232,la mayor parte del tiempo estudio derecho y el resto soy persona | ig: benjarodv,18,la mayor parte del tiempo estudio derecho y el resto soy persona   ig  benjarodv,@benjarodv
2151,Colectivo XII,ColectivoXII,2832004142,391,Primer e inédito grupo de fotógrafos en Chile que pululan por Instagram entre el mundo virtual y real,18,Primer e inédito grupo de fotógrafos en Chile que pululan por Instagram entre el mundo virtual y real,@entre
2152,Fernando Suarez,Feeernandoooo,178083616,194,Instagram: Fer207andres,18,Instagram  Fer207andres,@fer207andres
2153,Pato Rivera,patoriverav,249693620,348,"Actor, animador y locutor.
Amo a mi familia
Hincha de @colocolooficial
@riveraplaying #vivonoventero
Instagram: @pato_riverav",18,"Actor  animador y locutor.
Amo a mi familia
Hincha de @colocolooficial
@riveraplaying  vivonoventero
Instagram  @pato_riverav",@pato_riverav
2154,Sofia Schwiep,SofiaSchwiep,2471574122,188,I'm a singer and drummer girl. Follow me on IG: @sofiaaschwiep_,18,I m a singer and drummer girl. Follow me on IG  @sofiaaschwiep_,@sofiaaschwiep_
2155,Makano-R&D'S,Makano_RySD,280384443,257,PROMOCION & EVENTOS  #CHILE !                                  FACEBOOK : Baeza Sanchez Ignacio || INSTAGRAM: MAKANO_RYSD  ||   @Makano_RysD,18,PROMOCION   EVENTOS   CHILE                                    FACEBOOK   Baeza Sanchez Ignacio    INSTAGRAM  MAKANO_RYSD       @Makano_RysD,@makano_rysd
