Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Theme
Twitter,https://twitter.com/gasfransol/statuses/1501318335916617730,gasfransol,3/8/2022 5:05 pm,"gog_antonio @gafer54gdl Claro que tienen que ver. Detrás de cada grupo anarco y/o violento, hay un resentido social o alguien que lucra. Vende desorden.

Y detrás de eso, en el 99.999% de los casos hay morenos",Mention,Text Only,375,1,Mexico,Backlash
Twitter,https://twitter.com/canales_ramiro/statuses/1501317095304404997,canales_ramiro,3/8/2022 5:01 pm,"diariodejuarez @SCT_mx @AeropuertoDeCJS  Esta van perteneciente del aeropuerto local de cd Juárez, bajo a 4 migrantes para que se cruzaran de manera ilegal hacia el paso TX, esto paso el día de hoy marzo 8 2022, de que se trata ? Y la guardia nacional para que está ahí ? https://t.co/MFLmINubgA",Mention,Photo,28,2,Mexico,"Perfilamiento racial, Migración"
Twitter,https://twitter.com/NoemSanchez19/statuses/1501316870703497216,NoemSanchez19,3/8/2022 5:00 pm,webmasterazul @AANIDOC Y les solicitó crear condiciones favorables para eliminar las discriminación contra la mujer vamos con energía vamos con todo mi gente hermosa vamos Facebook y Sportify lo mejor de la música y sin comerciales noemi Sánchez,Mention,Text Only,40,0,"Acapulco de Juarez, Guerrero, Mexico",Género
Twitter,https://twitter.com/samdelalva/statuses/1501315368459010053,samdelalva,3/8/2022 4:54 pm,"Unfollows por misóginos, clasistas, sexistas y transfóbicos. Gracias pero se busca calidad no cantidad.",Message,Text Only,492,16,Mexico,Género
Twitter,https://twitter.com/TreceCostaRica/statuses/1501313651235565574,TreceCostaRica,3/8/2022 4:47 pm,"❤️🧡💛¿Qué le diría la campeona mundial de boxeo @YokaValle a la Yokasta de 8 años para motivarla en su camino por la vida? 🥊

En conmemoración del Día Internacional de la Mujer, por una participación activa, plena, libre de violencia y discriminación. https://t.co/YyiTsJVukT",Message,Video,51557,15,Costa Rica,Género
Twitter,https://twitter.com/Rivka_Azatl/statuses/1501312150605688833,Rivka_Azatl,3/8/2022 4:41 pm,"Habemus Unidad de Igualdad de Género y No Discriminacion en @IEEPCO #8M2022 https://t.co/BtDomhvHOv | QT: Crea #IEEPCO Unidad de Igualdad de Género y No Discriminación

En el marco del #8Marzo2022 reconocen labor de las consejeras electorales. Leer comunicado en https://t.co/9l6JY7cgtv #DíaInternacionalDeLaMujer https://t.co/qdER7qqw0v",Message,Link,4279,12,"Oaxaca de Juarez, Oaxaca, Mexico",
Twitter,https://twitter.com/VanessaBauche/statuses/1501308528333623300,VanessaBauche,3/8/2022 4:27 pm,"XitlallyconX @VeroMaldonadoGl @jorg3leiner Y cuando me has escuchado hablar de discriminación en un país con racismo, clasismo, machismo y demás ismos, ¿no crees que estoy hablando de DDHH?? Ah caray! No pues bien tu concepción de los mismos. ¿Y donde me escuchaste antes, por cierto? Saludos.",Mention,Text Only,82677,3,"Magdalena Contreras, Mexico City, Mexico",
Instagram,https://www.instagram.com/p/Ca25lSAsqtk/,,3/8/2022 4:23 pm,"149 años : Junte por la memoria y la lucha contra el discrimen racial ✊🏽✊🏽

En esta quinta edición del Junte por la Memoria y la Lucha contra el Racismo, dos organizaciones sin fines de lucro, la Escuela Isabel Albizú de Bomba y Plena y el Proyecto Nangobá unen esfuerzos para llevar a cabo este evento con una programación cultural artístico que tiene como propósito crear conciencia del legado cultural que tiene África en América y el Caribe, y la conmemoración de la abolición de la esclavitud negra en Puerto Rico.

La actividad libre de costo, se llevará a cabo el próximo sábado, 12 de marzo de 2022 a partir de las 2:00 pm en el Centro Cultural Carmen Solá de Pereira de Ponce como preámbulo a la conmemoración de la Semana para la Erradicación del Racismo y Afirmación de la Afrodescendencia. 

LEE TODOS LOS DETALLES EN EL NUEVO BLOG!
blog section www.boyants.com 

#blog #cultura #racismo #lucha #ponce #boyantponce",Message,Photo,0,13,,
Instagram,https://www.instagram.com/p/Ca24UCks3xw/,,3/8/2022 4:12 pm,"No és un día, el #8M es una fecha marcada en el calendario, por su historia, pero la lucha, son los 365 días del año 💜♀️🏳️‍🌈✊🏿

Vengo a decir la mía a nivel personal. Soy trabajadora social y trabajo con mujeres que han sufrido o sufren violencia machista. Estoy con mujeres a diario. Mis compañeras de trabajo son mujeres. Mi hermana es mujer. Mi abuela era mujer. Mi madre es mujer. Mis amigas, son mujeres. Yo, soy #mujer. Y no conozco a ninguna que no haya sufrido #opresión, #precarización, #violencia o #desigualdad 🤫 Ninguna se salva de no haber sufrido algún tipo de violencia (institucional, verbal, física, ambiental, psicológica...) Todas han sufrido. Las mujeres, sufrimos, desde que nacemos (y no me lo niegues Manolo, que la tenemos). Por el hecho de serlo. Porque a nosotras nos sellan con dos pendientes apenas nacer, y a ellos, se les deja escoger, por ejemplo 👶 

Y este año creía estar desconectada de la lucha, porque estoy a diario luchando en mi trabajo por una vida digna de las mujeres, por qué se las escuche, porque se las valide. Para que tengan derechos. Para que se amen y se quieran. Pero no me doy cuenta, a veces, que esa lucha también la necesito para mi, y por las migradas, por las que no están y por las que no pueden estar. Por las que vendrán... ✊🏿✊🏼👑 

Y resulta que he estado más conectada de lo que creía. He gritado al son de "" juntas somos más fuertes, y a quién no le gusta que se joda"" 💕 me he sentido segura, entre tanta mujer. A salvo. Tranquila y en paz. Cosa que en espacios #mixtos no consigo (¿porq será? Manolo) 🌙
Y esta conexión me ha hecho también, conectar con la #rabia. Por ver a personas abanderadose del ""morado"" cuando en sus vidas, niegan la existencia del #machismo, el #racismo , de las #desigualdades de género, de la #vulnerabilidad estructural , validan la #violencia... En fin, la hipocresía 🥊

Con todo esto, decir qué: orgullosa de ser mujer y estar rodeada de ellas. Es lo más bonito que la vida puede darme en mi entorno 💜 Gracias mujeres, por ser y existir. Por ser leales a vuestros valores y luchas ♀️💜🏳️‍🌈

#color #feminist #libertad #mujer #conexion #girl #young #free #goodnight #buenasnoches #feeling #soul",Message,Photo,0,105,,Género
Twitter,https://twitter.com/HumildeObrero/statuses/1501304904756826115,HumildeObrero,3/8/2022 4:12 pm,"“La envidia es una declaración de inferioridad”

Es cuánto
Hods33",Message,Text Only,223,0,"Tampico, Tamaulipas, Mexico",
Twitter,https://twitter.com/Scarlettinne/statuses/1501304386152275969,Scarlettinne,3/8/2022 4:10 pm,"💜 #BreakTheBias #IWD2022 #IWD #DíaInternacionalDeLaMujer 💜
#8M2022 #Mujeres

💜 Un mundo libre de prejuicios, estereotipos y discriminación.
💜 Un mundo diverso, equitativo e inclusivo.
💜 Un mundo donde la diferencia es valorada y celebrada.

IWD: https://t.co/SrM3QGFsaT https://t.co/RLlTw4lyI9",Message,Photo,121,2,"Miguel Hidalgo, Mexico City, Mexico",Género
Instagram,https://www.instagram.com/tv/Ca233-KDyM5/,,3/8/2022 4:09 pm,"“Hay un país en el mundo” 
Gracias Rosanna por este encuentro hermoso; gracias por compartir tan lindos recuerdos. Vamos a continuar esto que aún hay mucho por contar. 

Aquí les dejo el link al poema de Pedro Mir 🧡

https://youtu.be/HIA7qmcQc-o

#mujer #ser #racismo #womanrights #derechosdelamujer",Message,Video,0,4,,Género
Instagram,https://www.instagram.com/p/Ca23DaJMOec/,,3/8/2022 4:01 pm,#niunamenos #noalmaltratoanimal #8marzo #8m  #feministes#feminism #feminist #  #8demarzo #girlpower #igualdad #mujerlibre #mujereslibres #niunamas #racismo #acosocallejero #feminicidio #yositecreo #micromachismos,Message,Photo,0,7,,
Instagram,https://www.instagram.com/p/Ca21z8TNqvO/,,3/8/2022 3:50 pm,"Está muy bien eso de ponerse el logo, el color morado y el postureo del día pero...

La verdadera reivindicación de la mujer se vive los 365 días del año,
Cuando tu amigo te pasa fotos de la tía desnuda con la que habla sin su consentimiento y tú decides pararle los pies,
Cuando ves a una mujer sola y asustada y decides tomar su mano como si la conocieras de siempre mientras la persiguen,
Cuando ves a un hombre sufriendo abuso y sales a socorrerle,
Cuando no permites que ningún colectivo sea apartado de esta lucha...

Esto trata de defender los derechos para conseguir la igualdad REAL💜

De la unión nace la fuerza y de la fuerza la voz, 
No olvidéis esto porque vosotros sois la pieza que puede ayudar a cambiar el mundo 🔥

#shadowgreyv #veganfluencer #8M #Diadelaigualdad #mujer #hombre #colectivolgtb #racismo #igualdad #veganismo #trans",Message,Photo,0,16,,Género
Twitter,https://twitter.com/FiddeO/statuses/1501299306682322954,FiddeO,3/8/2022 3:50 pm,"Racista no es el que dice negro, racista es el que piensa que decirle negro al negro es racismo.",Message,Text Only,349,4,Guatemala,
Twitter,https://twitter.com/AndresPalomoA/statuses/1501295312928976904,AndresPalomoA,3/8/2022 3:34 pm,"Qué elitista y racista. Claro, para los conservadores eso es normal. https://t.co/yOCXvc0Mce | QT: @CartonCalderon Se hace llamar Iván Nopalenko...

Así lo identificaron en cuánto lo vieron los rusos.",Message,Link,221,0,"Santa Rosa Jauregui, Querétaro, Mexico",
Twitter,https://twitter.com/VilchisJuan1/statuses/1501295275243102210,VilchisJuan1,3/8/2022 3:34 pm,rgomezjunco Gracias que los dueños que invierten su dinero y la @FMF  @LigaBBVAMX  no se bajaron los calzones ante cerdosperiodistas frustrados y acomplejados que se creen socios de los equipos.@adelarosa @gvlo2008 @futpicante @ruubenrod @RaoulPolloOrtiz @UpalabraMX etc.,Mention,Text Only,41,0,"Santa Rosa Jauregui, Querétaro, Mexico",
Twitter,https://twitter.com/ana_leyva96/statuses/1501292856723394565,ana_leyva96,3/8/2022 3:24 pm,"En pleno siglo XXI un compañero de trabajo (joven) expresó: “para que se visten así, si no quieren ser juzgadas” 

¿Porque las generaciones jóvenes normalizan la discriminación?",Message,Text Only,87,0,"Miguel Aleman (La Doce), Sonora, Mexico",
Instagram,https://www.instagram.com/p/Ca2xue8JFkQ/,,3/8/2022 3:15 pm,"Hoy #8m es un día para marchar, reconocernos en la calle, sabiendo que la lucha es cotidiana. Cansa, pero ahí seguimos. Sin parar #nonosparanadie PERO hoy #8marzo #8feminista también es un día para agradecer a todas las compas que trabajamos juntas desde diferentes espacios para tirar el #patriarcado #sevaacaer #lovamosatirar Pero también a todos los otros sistemas de dominación como la #heterosexualidadobligatoria #racismo #colonialismo #blanquitud #branquitudeacritica #especismo #clasismo 

Agradecer por tantas palabras de insurgencia, por decir No cada día #noesno por imaginar mundos posibles, por la magia que nos sostiene y nos inspira a seguir creando. 🙏🏽🧙🏽‍♀️

Gracias a nuestros linajes de rebeldía, gracias a todas. 💜💚💙🧡🌊✊🏽✊🏽✊🏽✊🏽✊🏽✊🏽✊🏽✊🏽

Alegría, muchas danzas, amor, sexo libre, muchas escrituras, mucha inspiración y también mucho descanso!!!!! 🌙☀️",Message,Photo,0,45,,
Twitter,https://twitter.com/rspradoc/statuses/1501289864188342273,rspradoc,3/8/2022 3:12 pm,_marielosd En la página de Migración se pueden consultar los arraigos.,Mention,Text Only,2330,3,Guatemala,
Instagram,https://www.instagram.com/tv/Ca2w31CAoTL/,,3/8/2022 3:12 pm,"Si el tema es mujeres romanies, rápidamente surge la expresión “romper estereotipos” y, se refieren a una forma homogénea, como si múltiples personalidades fueran una unidad estática. ""Como si todo un grupo étnico fuera siempre destinatario de la sabiduría externa, siendo siempre recíproco y nunca, pero nunca activo"". 

Fueron decenas las generaciones que el Antigitanismo invisibilizó; se quedaron en el olvido las mujeres que aportaron conocimientos, música, danza, pintura, poesía, estrategia, matemáticas y mucho, mucho feminismo.  Sin embargo, en lo que depende de NOSOTRAS, ese hecho va cambiar. Por qué cuando una mujer gitana se movimienta, las estructuras sociales se mueven con ella.

Opre Romnja!

Narración, textos y edición: Maritha Marques; Aurora Muñoz; Jessica Torres y Alba Saavedra gipsycode jessicatowerss alba_s18

#forusitcontinues
#phenjalipen 
#racismo
#flamenco
#ciganos
#gitanos
#gitanas
#opreroma
#Antigitanismo
#feminismo
#8M
#mujer
#mulher",Message,Video,0,109,,Género
Twitter,https://twitter.com/luis_laffitte/statuses/1501289134006194182,luis_laffitte,3/8/2022 3:09 pm,"CiroGomezL Don Ciro.
¿Cómo es Posible que metan al CELESTINO ese en su Programación?. ¿Ha caído usted tanto o es Imposición?. Por mi Parte olvídese de que vuelvo a escuchar o ver su Programa.
Ese tipo es Una Víbora Prieta. Es un HijoDSPM, vendido o comprado, es lo mismo.",Mention,Text Only,2,0,"Santa Rosa Jauregui, Querétaro, Mexico",
Twitter,https://twitter.com/USConsulateMTY/statuses/1501288702193979392,USConsulateMTY,3/8/2022 3:08 pm,"De visita en Monterrey, el artista de música Zydeco Sean Ardoin se reunió con migrantes en el Albergue El Buen Samaritano en Casa Indi, con quien compartió melodías, diversión y alegría del género Kreole Rock & Soul. #EstamosUnidos #BicentenarioUSMX #DosNacionesUnFuturo https://t.co/LOt32BovvD",Message,Photo,13243,6,"Garza Garcia, Nuevo León, Mexico",Migración
Twitter,https://twitter.com/juan_wiechers50/statuses/1501285849270394882,juan_wiechers50,3/8/2022 2:56 pm,"marianagc Difícil pero pues ellas mismas son parte del problema, aceptan a un mesías machista y acomplejado que no le importan las mujeres y niños y solo le interesa el voto del pobre e indefenso así como del burro e inepto que como el quiere todo fácil y sin trabajo.",Mention,Text Only,0,1,"Jesus del Monte, México, Mexico",Género
Twitter,https://twitter.com/BArevalodeLeon/statuses/1501283138584170510,BArevalodeLeon,3/8/2022 2:46 pm,"El fin de toda forma de discriminación contra las mujeres y el acceso pleno de niñas, adolescentes y mujeres al desarrollo no solo son objetivos valiosos en sí mismos, sino claves para el desarrollo de toda la sociedad. La igualdad de género hoy para un país sostenible. (🧵)",Message,Text Only,7193,42,Guatemala,Género
Instagram,https://www.instagram.com/tv/Ca2uFgrg6QF/,,3/8/2022 2:45 pm,"como poner negra tu computadora #racismo en fin 3 dias para lograr cargar 100,000 gotas en 2 segundos #blender #render #3d",Message,Video,0,7,,
Twitter,https://twitter.com/DiversidadCDMX/statuses/1501283004664193030,DiversidadCDMX,3/8/2022 2:45 pm,"Hoy, en el #DiaInternacionalDeLaMujer es muy importante visibilizar a las mujeres bisexuales, sus derechos y el ejercicio pleno de su sexualidad, sin estigmas ni discriminación, así como la participación de las mujeres bisexuales en la defensa de derechos de todas las mujeres. https://t.co/Z79OrDpjrf",Message,Photo,6653,6,"Coyoacan, Mexico City, Mexico",Género
Twitter,https://twitter.com/JorArguello/statuses/1501282778326835202,JorArguello,3/8/2022 2:44 pm,"♀️ La participación en el mundo laboral ha crecido como en ninguna otra región.
♀️La tasa de fertilidad descendió de 5.0 a 2.0 en el último medio siglo.
♀️Las mujeres continúan liderando en trabajo no remunerado.
♀️La mayoría de los migrantes en la región son mujeres.",Mention,Text Only,21602,19,"Los Angeles, California, United States","Género, Migración"
Instagram,https://www.instagram.com/tv/Ca2sv3YAY_o/,,3/8/2022 2:32 pm,"Empleado de PG&E alega lugar de trabajo hostil: Presenta una demanda 
 
Caso de Discriminación y Represalias busca $15 millones en daños 
 
Pasado por alto para promociones y bonificaciones, el empleado de San Francisco también reclama represalias por parte de su empleador por llamar la atención sobre su comportamiento. ABC-TV News informa que “En una demanda presentada en el tribunal de distrito en diciembre de 2021, [Emanuel] Lankford dijo que se enfrentó a discriminación y estuvo sujeto a un entorno laboral hostil en PG&E, en parte porque es negro”. La discriminación en el lugar de trabajo es contra la ley. Si cree que ha sido discriminado por cualquier motivo (raza, edad, género, orientación sexual, creencias religiosas o más), consulte con uno de nuestros abogados laborales con experiencia. Lo ayudarán a determinar si tiene un reclamo y luego pueden brindarle orientación legal experta. Luchamos por los derechos de los trabajadores. 
 
Consulte el enlace para obtener más detalles y llámenos al 1-888-739-3092. CONSULTA GRATIS. 
 
https://lnk.bio/LFECR 
 
#racismo #racismoesreal #racismsucks #discriminación #acoso #justicia #antidiscriminación #CAemploymentlaw #empleado #empleadoderechos #empleados #empleo #empleoley #empleoabogado",Message,Video,0,0,,
Twitter,https://twitter.com/_FerLeonMex/statuses/1501278105763291143,_FerLeonMex,3/8/2022 2:26 pm,"Floreros del bienestar, perdón, mujeres de cuarta de la #4ta rindiendo pleitesía al miserable resentido...
#AMLOMisogino 

#Diadelamujer 
#DiaInternacionalDeLaMujer 
#8Marzo https://t.co/pL4IXZbO4H",Message,Photo,70,1,"San Nicolas de los Garza, Nuevo León, Mexico","Backlash, Género"
Twitter,https://twitter.com/MorenaHerrera_/statuses/1501276938031222787,MorenaHerrera_,3/8/2022 2:21 pm,La discriminación es una práctica naturalizada y legitimada en #ElSalvador por ello fortalecemos el transfeminismo @BritanyCasL @Colecfeminista @AsambleaFemSV https://t.co/skVhamgtvu | QT: #Canal12Transfobico quiero denunciar la discriminación y machismo de canal 12 y sus productores. Donde por ser mujer trans me cerraron un espacio. Esa es la realidad de El Salvador transfobia en los medios. Las mujeres trans también somos mujeres @OEA_oficial @CIDH @REDLACTRANS,Message,Link,4477,4,"Aguilares, San Salvador, El Salvador",Género
Twitter,https://twitter.com/jmartinez67/statuses/1501276733734985729,jmartinez67,3/8/2022 2:20 pm,"Ven como si están bien pendejos?
No se te ocurrió hacer el comparativo en 2019, 2020, y 2021?
Y lo peor, hay otros más pendejos que le creen y le aplauden. 
Por lo por lo pronto, CHTPM cada que respires, resentido social.

#MascotasCroqueteras
#GobiernoDeResentidos https://t.co/oFfUXjz8bt https://t.co/mzlwrgZ0qU | QT: Por mucho tiempo la gasolina en México fue más cara que en EU, hoy en EU vale 34 pesos por litro y en México 22.

De haber seguido el periodo neoliberal, hoy la gasolina valdría 35 pesos y nadie diría nada porque ""sería normal"".",Message,Photo,858,0,"Santa Rosa Jauregui, Querétaro, Mexico",Backlash
Twitter,https://twitter.com/MontielMayco/statuses/1501272695757017090,MontielMayco,3/8/2022 2:04 pm,"xarfyc @MINIMNicaragua @nuevaya @mijamart88 @ElMachoAguero @indio_nica @Atego16 @Martha_Elena16 @superfrog89 @samcarrion18 @CamilaPlomo La mujer en #Nicaragua ha ganado espacios en cargos públicos y socialmente, quienes garantizan sin dudas un mejor desarrollo para el país.
Por eso son #MujerFuerzaDeVida",Mention,Text Only,3954,2,Nicaragua,"Origen cultural, Género"
