name,twitter handle,id,followers,bio,influence score
Elnicachimbado🇳🇮,jcnica1,1899944660,33,,18
Vilma_Narvaez,Vilma_Narvaez,2494880432,63,"Filipeses :4 -3
22 lunares y contando💅",18
ACabalidad,ACabalidad,1016666202272358401,27,,17
Carlos Paredes,cpu_car86,3094987397,13,,17
Pucho,Puchitor,299360274,160,,17
Sarahy🦋,esther13_s,1109625279209791488,191,"hola,sé que aún me recuerdas....",17
alvaro fernandez!,alvarofdz,174209479,83,Fan de todos los deportes de los que me pueda comprar una camiseta: 🏈⚽️🏀⚾️🏒🏉,17
CLARA©,givememoreclara,1025146315,130,"Monbebe🤠
Blink💌
Midzy✨
Nctzen❤️
Ikonic✨",17
CET,carlestin75,234406362,3,,17
Yuder Sánchez Carrión 🇳🇮,YuderSanchez,896524202173485056,1280,"Nicaragüense.
Entusiasta, emprendedor, alegre y dinámico; amante de la vida y el amor de Dios.",17
3:16 💀,Clementine0499,965425748461998081,59,"Suplex City! 
wrestling. 
Nicaragua 3:16 🇳🇮",17
Soledad Paredes,Soledad0504,855626760,49,🤘🙃,17
🐐,Easy_moneysnip,777981877583917061,23,,17
it's me B,_pedrix,73812990,349,Am I a boy?,17
SHEYITO GUADAMUZ,SheyitoGuadamuz,851799515954860032,53,"JOVEN ACTIVO CON AMOR A MI PUEBLO 
MIEMBRO ACTIVO DEL PARTIDO CIUDADANOS POR LA LIBERTAD",17
Carlos Andres Flores,cfloresmedina,147745250,53,"Medico y Cirujano, Diplomado en Liderazgo y Gerencia Política.",17
losdeallá,Raubenztk,1117258186673860608,35,,17
Saleth Kimberly Somarriba Gutierrez,KimberlySaleth,1118592846091649024,16,Saleth_SG Nicaragua 💗,17
Justiciero y leal.,GUILLER31206375,1083577847317446657,9,"El pueblo somos todos, no solos los escogidos a conveniencia.",17
carlos daniel hernan,cdhg28,122795867,7,,17
Gerald  E Umaña Uriarte,geuuriarte,1691121030,230,,17
La incondicional,tmel_rc,1112940355765309446,572,"Aqui lloro, no se asusten",17
William Membreño,willmembre,64906289,12,,17
ROGER MARTINEZ,ROGER1693,274802175,19,,17
Daniel Gutiérrez,gutierrezdaga,205951820,216,ING. en informática,17
Franklin de Paiwas,Franklindepaiwa,1060016213047369733,45,"Amante acérrimo de la literatura, docente de profesión y entregado a la causa de los humildes .",17
Tere,dime_tere,771040362580193280,89,"• Management
• Coldpayer
• Potterhead
• Huachana
• she/her",17
Karin G,Kary1G,1005432918955773952,38,100% Católica Nicaragüense 🇳🇮,17
Andoni Sarasola,andonisarasola,547160048,277,Ya se como dices ya......Eso si del Glorioso Deportivo Alavés hasta el tuetano y del Baskonia y mi pequeño homenaje a Jonny Cash,17
Jayson Reyes 👑,Jaysonrp98,864723326735986689,1456,𝙼𝚎 𝚐𝚞𝚜𝚝𝚊 𝚟𝚒𝚟𝚒𝚛 𝚕𝚊 𝚟𝚒𝚍𝚊 𝚊𝚕 𝚖𝚊𝚡𝚒𝚖𝚘 ⚡️,17
Hreyes_92,HeyRjarquin,1009564942457065472,20,"🇳🇮💓 100%vandalica 
Ricardo Arjona songs. 🎶🎵🎧 😍 
love for ❤= ☝️God, 👨‍👩‍👧‍👧📚 🥑☕🍰🎷🏖",17
Mario,MKratox,169821389,24,,17
Brad5678,MaltBrad5678,843534107254706177,19,"Buena onda
,amigable 
,buen amigo.",16
ALEJANDRO CHAMORRO,ALEJAND72500948,1120362220452446208,9,Felicidad y Amor,16
Atlarep Nauj,AtlarepN,1036865726076858368,22,,16
Gabie Sanchez,Gaby_SVargas,819586837127766016,40,"Aprendiz de la vida, #diseñadora #gráfica, protectora de #Bosawas🌿 ▪️#SOSNICARAGUA",16
Toño bicicleta,yaccastle,912740802,13,"No soporto tiranos ni libertadores ambos se imponen y ninguno respeta mis ideas, los primeros me impiden pensar distinto y los segundos obligan a pensar similar",16
Carlos Galeano G.,cegaleanog,998024516071837696,8,,16
Joseling Melina,JoselingMurillo,1058012669565911040,11,,16
Maché,MacheVillamas,1030578358919327745,17,,16
The Renaissance ✨ House Party🎉💙,G_DartL,888596938932854784,82,,16
maria asuncion,suncycastillo,57893713,101,"De origen pinolero, pero de corazón viajero.  🇳🇮 ❤️ Education and Development enthusiast #iamchevening #sosnicaragua",16
Vigorón🌶,vigoronconchile,704410065084805122,565,"🇳🇮 
Patriarca, auténtico, provida, opositor al régimen dictatorial de Nicaragua.
No soy el alma de la fiesta, pero me gusta divertirme.",16
Parroquia_inmaculadavn,inmaculadavn,1109526228845953024,240,Somos la Parroquia Inmaculada Concepción de María en Villanueva.,16
El Soltero 🤡,xavier1cruz,2783158077,88,"Quiero ver mi país libre 🇳🇮

matagalpa city 🤠",16
🇨🇴🇵🇸J.J. SOLANO🇵🇸🇨🇴,JanerSolano,1070097019430162432,76,,16
Salvador Lenin Baca T,baca_lenin,1024791530391912448,8,,16
Mleonor2201,mleonor2213,1021932809940869120,60,"🌠 #AROHA🌠 ¿Por qué '#AROHA'?   #ASTRO + HEART + ALL FANS =#AROHA💖🌠
💖🌠 #ASTRO; Wanna Be Your Star (Quiero ser tu estrella).🌠💖",16
Kevin Pérez Valdivia,KevinPerez2511,1115049165518790656,134,"Defensor de los DDHH, activista político, agricultor, emprendedor, excarcelados político y estudiante.

Lucho por Justicia socia, Libertad y Democracia 🇳🇮",16
Isnelda reyes,ReyesIsnelda,1091344810752049154,42,,16
Julio  Carrillo,JulioCa86758976,1066456478347919360,58,Jehová es mi proveedor.,16
Rios Libertad 💙🤍💙,Nathali99735047,1018136151302066178,8,Mi amor por Nicaragua,16
Pedro Hidalgo,PedroHiiidalgo,1019821858567479296,13,"Información, opinión y entretenimiento.
Periodista, conocimientos en edición audiovisual.
corta carrera en comunicación.

hay que hacer chambear al 🧠 aveces.",16
Carlos Mendieta,Chuckiemaru,180648333,46,,16
Jimmy Jimenez R.,jeycot,169644206,40,Nicaraguense por gracia de Dios!!!!,16
Gaby,gringrix,313029679,25,,16
juni | protector of ohaew,roarrlikeatiger,1296422876266938368,258,tanapon & tawan ult 🖤 💙 but is actually a bl multi • anyone that rises against nine & patrick shall fall endlessly •  chuang21 is family ~•°`,0
Kewe Von,fundystopia,1256216707372384265,52,"Correctamente apolítico, aficionado a resultar incómodo, amante del pensamiento crítico🙃, dedicado a romper guevos. #cuestiónatetodo",0
UDJ Nicaragua,NicaraguaUdj,1273083274718568448,220,Somos la Unidad de Defensa Jurídica,0
Maurenth SJ🌵,LuciaJarquin4,1354453671124344840,32,"Gracias por leerme😘 
NUNCA TE OLVIDES DE DIOS..",0
Saul Escobar 👻,SaulLopezEscob1,1062492227304349696,170,FLP 4:13❤️,0
Rene Cano,RenecanoB,1195026103125061632,1530,"Luchar, vencer, caerse, levantarse, luchar, vencer, caerse, levantarse. Hasta que se acabe la vida, ese es nuestro destino. Esto nos define como revoluciónario.",0
Kim Pérez Leal,NicaWineLover,1184306131847565314,57,addicted to wine🍷,0
Piquito ☾ ★,isalinas_19,1170083724211433477,13,Sin bio... just me.,0
Alondra,mara2_xio,2275160888,10,,0
Bryan Rodríguez Hurtado,BryanRodrguezH1,1347298224336482304,49,Social Psychology |  𝕐𝕠 𝕢𝕦𝕚𝕖𝕣𝕠 𝕤𝕖𝕣 𝕒 𝕝𝕒 ℤ𝕦𝕣𝕕𝕒 𝕞á𝕤 𝕢𝕦𝕖 𝕕𝕚𝕖𝕤𝕥𝕣𝕠- ℤ𝕦𝕣𝕣ó𝕟 𝕕𝕖𝕝 𝕒𝕡𝕣𝕖𝕟𝕕𝕚𝕫,0
LaTutti,LaTuttiHere,1399835493387362309,337,Nicaraguan-American 🇳🇮🇺🇸 | Patriot🇺🇸 | #MAGA | Nicaragüense por gracia de Dios 🇳🇮 | ♏️ | 🚫💉 | 5th twatt account.,0
pepsi,pinksvsual,1283383173246640129,13927,"jenchulichaeng, home.",0
DDU DDU 🌻 || pjoy,Pringkissjoy,1186135651801952256,418,"#ASTRO: mi amor eterno 

She/Her",0
Magno,chichade_maiz,1150062574798606338,332,"Ahora.☀️ 
Comunicación||Playa||Nica🇳🇮",0
fidelia arcia,fidetaxis,1401464863,32,Belleza de mujer nicaraguense,0
chinito pero no tuyo😎🤣,FuentesKervin,904245690557190145,72,futuro bioanalista clínico 🔬,0
Bipolar_Toxic,bipolar_toxic,1192305867951136769,389,Simplemente yo,0
Sol ☀️,tusolicito,1338180992893382656,227,Cuanto más conozco a la gente más amo a los animales ❤️,0
Ronald Garcia,ronalldgarcia,1383777964593082374,32,"Podemos hablar de: Música, fotografía, Fé, Ángeles y Demonios, Psicología, Crecimiento Personal, series de Netflix y relaciones.",0
Kim Ani 💜💜💜,AniMart63440911,1388313926903943172,46,💜💜💜💐💐 Amo BTS💜💜💜,0
Mulc,Mulc02,1405643923800956935,0,"Ser positivo y sincero😏. 
Es lo q vale de una persona..😎",0
Boys Nicas,jmorenoaleman,2275809862,366,"👑PROMO👑 #OnlyFans #onlyfans

Twitter : @jmorenoaleman 

CLICK TO SUBSCRIBE👇
💙OF : https://onlyfans.com/lomejordenic ($4.99 per month) 

🌟 EXCLUSIVES:
💎Vid",0
Chin chin 112.9💜🧈🇳🇮,Xaviera52510504,1337962164062216192,239,"sígueme y te seguiré 
 BTS ❤️🤟",0
pipe,pipezel,2747282012,9,,0
Anibal Torrez,AnibalTorrez6,1367491960173379585,25,"me gusta ser libre
58875525
Instagram anitp1992",0
Gueguense de la Villa,Gueguense2020,991544861047312384,8,¿Se juntará contigo el trono de iniquidades que hace agravio bajo forma de ley? (Salmos 94:20),0
Kimberly Wassmer,KimberlyWassmer,1360333541511467010,38,,0
Ana Zepeda Urbina,AnaZepedaUrbin1,1380941357737521154,0,Apasionada por la lectura.,0
𝑱𝒂𝒗𝒊𝒆𝒓𝒂,Fer_soma04,1086346038678568962,147,Si no es un 10 es un 9.9,0
🐿,nikkieee___,1352721623120535554,139,I’m an angel treat me as such,0
*Saythys* 💛 Au's,saythys,1316051299553677312,365,"Hilo de Au's 
https://twitter.com/saythys/status…
Side:: @saychlau",0
🄴🄻 🅃🄾🄽🄽🅈☮︎,ElTonnyLarios,1276860025248657411,43,"+505 🅝🅞 🅟🅔🅡🅢🅘🅖🅞 🅜🅘 🅔́🅧🅘🅣🅞, 🅣🅐🅝 🅢🅞🅛🅞 🅔🅢🅒🅐🅟🅞́ 🅓🅔🅛 🅕🅡🅐🅒🅐🅢🅞",0
🌼; i'm not leo,moonmoridal,1269408816413790208,56,"🇳🇮 || 🌼

• 50% Pet lover
• 40% Friki
• 10% Stan de WINNER & Harry Styles

— Paradise is paracosm, no paradox, just paranoid.",0
Reserva Biológica Indio-Maíz,SOS_IndioMaiz,1263875925399265280,213,"La Reseva Biológica Indio-Maíz se ubica en el Sureste de Nicaragua. Y aunque es área protegida, los invasores la destruyen y el gobierno brilla por su ausencia.",0
Madrid N Roses 🌹,realmadridnica1,1385681398535794688,41,#HalaMadrid,0
WithLili📸,Limario10632948,1391821143238234114,115,"🌻 Lisa Biased 🌻🐈 ✨Only Blink 🖤💗✨ Recuerden que uno no es fan, solo seguiré a los que me sigan así de simple. Aca les dejo mi cuenta principal @BSejuu",0
Reinier Chez,chez_reinier,783091470,53,La vida marca el rumbo...saber que estas cerca del objetivo pero no tenes fuerzas...,0
Miu 🍒,i_sel19,1361893044623187968,30,Happiness is not something done. That comes from your own actions. ♡,0
lasha ?!,chanceopluvr,1355319293492125703,442,@hotshawtysabgc 💐,0
AaronS,FelixSa89154945,1116427403763560448,68,#SOSNICARAGUA,0
Carlos G,elpipirrinica,1176819887366377474,20,,0
FIJADO 📌,ItanCHIN017,1362309376426524672,0,NUEVA CUENTA:@Itan_Yukihira,0
Arkakuzo,arkakuzo,1351990257860939779,71,"Longe da razão,  perto do conhecimento.",0
Frank Chavez,FrankVolcanic,1126841451793534976,73,Nicaragüense por gracia de Dios.,0
Rodrigo Evertsz,RodrigoEvertsz2,1248264721289154560,7,PATRIOTA Y ORGULLOSAMENTE NICARAGUENSE,0
Vandálica de Corazon 🇳🇮♥️,VandaNica505,1317920906489008139,1,Nicaragüense por gracias de DIOS,0
Lucho,luchostormy,464825246,22,,0
🧈Jere⁷🇳🇮💜,YivinDiaz,1390411153860349952,288,Only Army🌌,0
PlcOficial,OficialPlc,1395110806757466118,0,Cuenta Oficial del Partido PLC Nicaragua http://www.plc.org.ni,0
~AfroDinâmica~,natalia__matosc,1267647125296381952,167,🤯 É transmutando idéias que me fortaleço em ideais ✊🏿 🎙️ Cantante da banda @mahin_de,0
Anduray Vargas,AndurayVargas,1317999830170558466,8,Mi familia.,0
DraG⚡️,leliuxr,1148784305491128320,136,💜Enamorada de la vida 💗🥰,0
Jimin Love,JiminLo35075399,1346107877262585858,22,BTS,0
Jaime Bautista,Jaimefeb,799044491864932352,0,,0
Manuel Guevara,ManuelG33655057,1280871046275530752,1,Soy un siervo de Jesucristo,0
Charlie,charlienicaragu,137481775,19,,0
LindaxBlackSwan,LindaxBlackSwan,1391942087311073293,45,ARMY FOREVER OT7 @LindaLopez4ever,0
🪁,Chamorro_mich,1393761866778828800,34,,0
fiona,elikia17,980108655541542913,154,j’aime pas les raviolis. 🤪🤪,0
Daniel,danielmga27,982660730636955649,735,,0
Diego Arguijo,arguijo_diego,1106328993790390273,117,Nicaragüense 🇳🇮,0
Eu Lopez Carz.,Eulopezcar91,4665443835,17,"todo lo que es afirmado sin pruebas, puede  ser negado sin pruebas",0
Nimer Martin Latino 🇳🇮,elnene_latino,1371151385056714756,17,"Cronistas deportivo Nicaraguense 
Administrador de Fuego en la duela 2.0 todo sobre baloncesto de Nicaragua, centroamerica y Caribe.",0
el_Pacman95,IsaiJosueJuare1,1258457440535957506,68,Agronomia ( UNA),0
Patatas Ni Rozen🥔,marie_is_gemini,1341031788756365314,66,j'aurais aimé être,0
Alfredo César,AlfredoCesarPC,1353182124061425666,210,Líder opositor | Presidente del Partido Conservador | Expresidente de la Asamblea Nacional,0
El Doctor,ditoreal01,157677867,45,,0
Holly Urbina,Candyworld_3,1241432696397729800,34,🤍,0
ᴮᵁᵀᵀᴱᴿMOON 💛,kookminGR,1206113639930957825,243,Amo a los 7 Angeles 🌈,0
ʜᵒⁿᵉʸ 💛,Mar_Ib02,1238531934877351936,517,"MADE IN RIVAS 💙








































































































                      ||1998",0
PALESTINA LIBRE,donmarcos1_nic,1302279373752598529,3,,0
Joch🤍,Channellopez23U,1246503708269125632,906,👩🏻‍🌾🤍,0
minerva,minerva46360218,1107097477629575169,0,Viaggi Viaggi Salute,0
𝐴𝑚𝑒𝑒𝑒𝑒𝑒🌷,Ne1e7kfYLFN6MtP,1276219639266185228,27,,0
Saribell B Alvarez,SariAlvarez90,411085153,74,Que ganas de enamorarme... 😍 - 🌈❤,0
𝕂𝕒𝕥𝕙𝕖𝕣𝕚𝕟𝕖,Katherine131201,1132479183714697216,484,Kat_13💗,0
Sebastian Rocha,sebastian272004,1147773939340513280,612,nonsense.,0
Arianaphotoscentrals,cisnero_jeremy,1167287620147253248,386,ᶦ ᵃᵐ ˢᵒ ᵗᶦʳᵉᵈ ᵃⁿᵈ ˢᵒ ᵃʷᵃᵏᵉ ᵎᵎᵎᵎᵎᵎᵎ,0
Trinity Podcast,TrinityP0dcast,1384203642899632135,5,"Un espacio donde Semana a semana tratamos de comprender la maravillosa mente de Dios, viendo a través de ""la lente"", las escrituras la agenda profética de Dios.",0
hei⁷👻🧈,jkoobabe_,1164664205431189504,424,,0
🍉,Jeenn_19,1190765002027945985,1096,"📍NICA🇳🇮// // Positive Vibes🌟// 
https://www.Instagram.com/anaysaa_31",0
Curly_nurse89,curly_nurse89,630696623,86,#enfermera #cactus #sucus 🌵 #nazarena #blackjack 𓆩♤𓆪  #vip #blink #innercircle #ikonic #teume #sosnicaragua🇳🇮,0
Movimiento Nacional Libertario,MNLNICARAGUA,1343069706501152770,92,Somos un movimiento conformado por ciudadanos libres que deseamos una Nicaragua libre y próspera.,0
Carlos Mayorga 🃏,Josue_mayorga97,1353582524665110528,190,🦷🇳🇮,0
Les_Ortuño76,LOrtuno76,1049351488617762816,74,Never give up 🥀,0
Naza,nazarethmedina_,1328541867412172800,133,Who cares what I do.✨,0
REACNIC ®️,reacnic2,1248254801458147328,399,"Redes de Actvistas de Nicaragua, cuenta de respaldo de @reacnic. Exigimos la aplicación de políticas justas que beneficien al pueblo de Nicaragua.",0
friendly,OutlookPenny,1729114814,28,,0
Nicaporsiempre,3268d140660b4d2,3247116803,4,,0
Braulio🙅🏻‍♂️,Riv_braulio,1263948501638983680,29,Sáquense esas bichas desinfectadas!,0
💫Tanyhuska💫,medicen_Tany,1306984493102891013,48,"☕💕
Be patient everything comes to you in the right moment⭐
🇳🇮💙",0
El payasito de los recortes,josue_acuna97,1257899779314589696,22,"🇳🇮 ♏ 🏳️‍🌈 🪐 🌕
Diseñador gráfico 💡
Artista collage ✂

Entra al link y sígueme en mis otras redes :3",0
Jorge,Jcarrillo1911,1244185755003617285,100,,0
Alexander Khokholikov,akhokholikov1,941308716778913792,1450,Embajador Extraordinario y Plenipotenciario de la Federación de Rusia en la República de Nicaragua,0
8695 3550,erenih82,779511376695787520,4,,0
C 🤡,DirectorSharpie,1267560045153312769,28,"🤐
(she/her)",0
Z A C H A 🎯,MayorgaSachary,1297615145787633664,141,"Tu peor enemigo es tu mente, conoce todas tus debilidades.🥀",0
A,aymara_andrea,1229261671815839745,441,IG: aymaraaa👑,0
Ericka,ErickaOros,1293980797461037057,108,,0
Caraceña Vandálica,Carazolibre08,1164760163238105088,1689,"| Activismo Digital |  #ProVida 💙
¡La verdad os hará libres! Juan 8:31
🙏🇳🇮

#FSLNESTERRORISMO 🚫",0
Aristides Chan,AristidesChan,1467507890,75,"ciudadano que desea una nación próspera, con un pueblo educado, vivir en un país con una democracia sólida y desterrar todo indicio de dictadura...",0
daguve,abraham_guve,288488585,8,por su llaga fuimos sanados✝️❤,0
Sharon Meléndez,SharonMelndez2,1231023647093067776,7,Nica🇳🇮,0
.,whithoutnam,1238869887919042561,81,#Chromatica,0
Brisa R. Gutierrez,argentina_brisa,1245602702836416515,157,Todo lo puedo en Cristo que me fortalece 💛,0
José,Jos43941891,1174059808720334850,94,Llevándola con la sociedad,0
princesa_magíca,TiffanyBOro,1239332107010392064,82,life is good🌈,0
Millan,Milliamm_,1240432995829518336,24,Cara de niña buena pero bellakita,0
Fransheska🍋,FransheskaSequ1,1229121836769841152,252,,0
Néstor Acevedo,NstorAcevedo4,1256958319299870720,246,"y aunque a veces no crea, siempre tengo un Dios que me respalda",0
Meli$$a,022000AM,1183093560742240258,2061,,0
Otro Nica,NiCentroamerica,1352105665079160832,13,Centroamericanista y municipalista. ¡Democracia y Estado de derecho para Nicaragua! 🇳🇮,0
≈Gᴀʙʏ🌿᎒ 🇳🇮,GabyalexanMS,1114571590316982272,37,subo dibujitos cada mil años :D,0
🫀,Michelllagos6,1252254181336985600,127,,0
Mssl💚🔥,MassiCabrera5,832800184253968384,93,"Wattpad..
Agroecologia..
Franco de vita..
Harry potter..",0
🌈Ana♥️♥️,Ana09323501,1351983754538061827,88,Disfrutar cada día como si fuera el último. 😉,0
Luis Miguel,Luuismi99,1237814935532568576,668,❤️22,0
Roberto Benedith,RobertoBenedith,1150988949839634432,0,,0
Wiston Dimas,Wiston63824981,1347316226100514821,12,,0
♔♡ Sweet Princess ♡♔,princess_leonor,524855882,4237,Always be a first rate version of yourself and not a second rate-version of someone else👸🏻My life is my adventure 💫 Love @realmadrid @Patriots @F1,51
Azahalea Solis,AzahaleaSolis,811713120,25500,Feminista nicaragüense. Integrante del Movimiento Autónomo de Mujeres,50
Vane Escorcia,VaneNicar,1020878751650000896,3773,"Apasionada por la buena lectura 📚 #RRSS ,Comunicacion por convicción ♥️ #Politica , #Musica  🎶 🤘, Transformación social #Revolución 🇳🇮🇻🇪🇵🇷🇦🇷🇧🇴",41
Néstor Velásquez,Nestor_Esau,366157323,2087,"Esposo Católico, Diócesis de León 🇳🇮 🇻🇦
Fotografía, Social Media y Comunicación.
Fe - Pasión - Comunicación",41
Tribuno,Bakunin2012,634791856,2140,"Ser independiente es cosa de una
 pequeña minoría, es el privilegio de los fuertes.",40
✨La Dorling✨,DarlingHdz,159660739,759,"Comunicadora Social #UCA➡Party Lover, 
➡Pursuit of Happiness⬅
Since 1993.              
▶Snapchat: Darlinghdz",39
Hamburguesa Feliz,ValeSanchezH,368949871,30083,"Si te tomas en serio lo que escribo, mejor no me sigas.",39
Mario Arana,marioaranasevil,116030515,4618,"Doctor en Economia, consultor experto en temas de inversion, comercio, politicas publicas y desarrollo. Comprometido con una Nicaragua democrática y prospera",39
Josué Garay,SoyJosueGaray,3071437074,2720,"Demócrata, periodista, activista...y vamos por #LaRutaDelCambio. 

Jefe de prensa de la @UnidadNic. Trabajé en @elnuevodiario, @laprensa y @MetroNicaragua.",38
Float On,ASauceGxd,893863673973833728,563,I create to live and honestly love I have been dying lately. Instagram | LeSauceGxd Shop http://onlysaucie.com,37
Issues,kevinnoxolly_,1684388556,834,,37
Pilar Fuerte,pilar_fuerte,371086859,565,“Votos en vez de Balas”,37
Ramos Everywhere!,IamtheRamos,4342878322,161,"The supposed bastard child of Balrog and Bob Saget.

They/Them Bisexual, Trans-woman, 26",36
La Ingeniera,ingenieralc5,550657541,7627,Te amo papito PAC ❤️👨‍👧❤️🕊,36
LA ROMPEBICHO🥵,MoralesO02,907114074152083456,4887,"Sola, Suelta y Soltera//20Años//Que Dios me cuide pero no me 
guarde🐰//Hasta las estrellas tenían nuestros nombres ese día✨",35
Nothing,BosawasRioIndio,228189595,2856,Nothing,35
Hector Rosales,Hector_RosalesA,1707674005,9569,,35
Franco Rey,Francis02258783,969996229877870592,1604,Y cuando la noche es mâs oscura......estã màs cerca el amanecer!!!!!!!!!,34
Movimiento UNA 19 De Abril,MovUNA19abril,1004573534147039232,3315,"Somos un movimiento conformado por estudiantes y jóvenes, trabajando en la búsqueda de libertad, justicia y democracia.  Miembros de @AlianzaCivicaNi",34
Capricornio Indomable 🇳🇮✊🏼,IndomitableDNA,1007668839507775489,1648,"🇳🇮 Pinolero de ❤
Nicaragüense por gracia de Dios
Azul y Blanco, Capricorniano, Rebelde y Apasionado. #Naturelover #Coffeeholic #Loveislove 🌈 #NoMasSandinismo",33
Rhadamanthys 🚀,R0yRI,83333179,2369,"🌃 | Jack of all trades, master of none |🌌",33
Alcira,WatermelonFlesh,126187847,2438,,33
Denis Barker,DBni,236354349,502,Networking in #Europe #Channels #Energy #IIoT #CyberSec #Industrial #Automation #Instrumentation #AI #Business #Transformation 🚀✈️ 🚗🚂⛴ 🚖🌍☘️,33
Donaldo 🇳🇮,Enginerr92,950243974710689792,1169,"Electrónica 🎚, Mangas 📚, Culé 💙❤, Bolso, Once , intento de ingeniero ... Prefiero ser raro a una persona común y corriente en esta podrida sociedad 
SHM ⚫⚫⚫",33
Will,Will_8a,881658007259676673,285,That's the way it is,32
Madinna Comunica.,La_Afrodita_,1005918541483298816,4745,“La Revolución será de TODOS o NO será.” 🇳🇮🙏🏻❤️,32
Un Madridista Nica!,juancaff,94478901,3994,"MADRIDISTA. CREYENTE QUE LA NIÑEZ ES EL FUTURO DE NUESTRA AMADA NICARAGUA. ME SIGUEN, LOS SIGO!",32
Claudia Neira B.,Cneirab,39621450,3229,Crea Comunicaciones | Centroamérica Cuenta | AmCham | CALI |Buen humor | Cocina,32
"Ni de izquierda, ni de derecha. Democracia SI👈",patriamiaNi2018,49780991,428,"Desde siempre soy OPOSITORA. Sobre todo y con orgullo AntiSandinista!
🇳🇮 Viva el 19 de abril! 🇳🇮 Católica-ProVida",31
Marcos 🤙,Alzala_Paolo,162449835,428,certified ac Milan fan and hater at the same time.,31
Sistah,SistahPath,405598758,906,"BlackCreole #feminist.
#SocialWorker",31
Ø₥₱ 🐦 🧙‍♂️,odiomispuchos,1084166324190879745,2444,"Team #TurbaVirtual #Parodia
Mr. Cínico, de humor bien entrenado. 
Me la jalo con la zurda.",31
Netzahuatl,Netzahuatl1,1040294309151563776,458,"Autoconvocadx.
El errar en el diagnóstico es difícil que acertemos en la cura.",31
Eduardo M Navarro🔻,EduMNavarro,335195647,1576,"Ripense. Trabajo colectivo, comunicación y memoria. Vale la pena luchar",30
Nica Noticias,NicaNws,425092108,8785,Noticias de Nicaragua y el Mundo!  Tus noticias en un solo lugar!,30
Cooper ® 🇳🇮,agentezc,45617960,955,"¡Nicaragua está hecha para la libertad! | Cristiano, provida, antiprogre. Ni mi brazo izquierdo es zurdo | Sandinismo = Socialismo = Miseria |
#SOSNicaragua",30
Elena Nicarao,ElenaNicarao,1041425203639644160,1232,,30
❤Alba Bravo❤,Rosie_B17,2503061693,397,"La falta de humanismo y de empatia debería de ser un delito. 🇳🇮✋
Nicaragüense
Snap:rosie_b8 
Wattpad:@RosieBravo17
Instagram:rosie.bravo17",30
Cristhina,cristhinaoo,962714246864916481,1667,"eat, love and shine",30
Laura Geek ⚯͛🌻🏳️‍🌈#FreeBritney,ale_crazylove,957841585,711,"Series, music, books, movies, comics and writing is my passion.

Potterhead ⚯͛  Ravenclaw 💙
Star Wars, Marvel & DC
BritneyArmy 
Gleek 
Multifandom 
Love 🌈
WWE",30
💜♠Chamo del campo♠💜,Chamodoque,170089575,456,"Ilustradora🔸Derrocadora de Donuts🔸♠ Feminismo Decolonial ♠
¡Autogobierno! ¡Anarquia! ¡Estoy ENCACHIMBADA!",30
Jose Luis Herrera,jlherrera83,279849516,904,"#CIA, #CPA, #AMLCA, Audit Partner en KPMG Nicaragua, nicaragüense por gracia de Dios, #HalaMadrid",30
Jhoan 💢,WTFJho,1075582866,3713,no me gusta el alcohol pero si su efecto. Norteño,30
Leley,AlderleyBolanos,3589550592,1165,"Snap👻:Alderley_leley
Instagram📸:Leley_88































||20👑||🌻🇧🇷||",30
Consome Panchi,Galaxy_Defender,30165291,1051,Fvet 🐇🐈🐄🐎🐑🐔🐦🦉🐕🐖🐊🐘🐏🐓🐟🐨🐫🐀🦎🦇🦆🦓🦔🦒🦑🐿️🐾,30
C,cazecast,1020103907622768643,959,"Yo no sufro de locura, la disfruto 😜
1991
🌈🌈🌈🌈🌈🌈",29
Carlos Daniel Jarquín,Daniel_Jarquin,143226440,1351,"#Comunicador, #Filólogo, #Periodista y #Presentador en #TVNoticias de @Canal2Nicaragua. Fiel luchador contra las mentiras de los latifundios mediáticos.",29
Francisco X Chamorro,xchamorrog,811512805,644,"“El pueblo no debería temer a sus gobernantes, son los gobernantes los que deberían de temer al pueblo.”  Hugo Weaving V",29
Nicaragua Mia 💜,AmandoaNica,846946140612427776,232,"Amante de la buena música, orgullosa de sus raíces como Nicaragüense por lo tanto vandálica de corazón 💙🇳🇮",28
bian,bjavieraaaa,847847579413073920,1175,sáquense el guaro pues,28
𝗟𝗨𝗜𝗦 𝗗,Donaire05,3248745143,713,🌎,28
Nicaragua,SrtCarrots,387850567,398,Hi :D #LoveAndPeace #futurabioanalista:3,28
Sandra M Rodriguez,samaro1213,244785822,334,,28
Diriangen,Diriangen5,1018252420462280705,186,"Ay Nicaragua, Nicaraguita,
la flor mas linda de mi querer,
abonada con la bendita,
Nicaraguita, sangre de Diriangén",28
Roger Alfaro,RO_Alfaro,192814396,912,,28
Ángela,AnyelaToruno,762517882454417408,1304,Porky 🐶🤍🖤,28
🌟,acuarelak,871828113327632384,704,Todo arde si le aplicas la chispa adecuada💥,28
Adelfa Rivers ♒️,RiversAdelfa,1024452349,3337,Snap ::adelfa-30👻,28
Daniel Gorrion,danielgorrion,143543309,590,"“Un momento Doc, ¿de qué estás hablando? ¿Qué nos ocurre en el futuro, nos volvemos gilipollas o algo parecido?”",27
